order_id,customer_id,amount,status,event_time
6061,58,1616.87,CANCELLED,2026-06-05 07:33:25
6062,71,811.47,CANCELLED,2026-06-05 07:33:26
6063,1,4619.11,DELIVERED,2026-06-05 07:33:27
6064,26,4753.22,DELIVERED,2026-06-05 07:33:28
6065,94,682.17,PLACED,2026-06-05 07:33:29
6066,87,1469.64,CANCELLED,2026-06-05 07:33:30
6067,72,2067.79,PLACED,2026-06-05 07:33:31
6068,11,4110.64,PLACED,2026-06-05 07:33:32
6069,5,2894.69,DELIVERED,2026-06-05 07:33:33
6070,70,2935.77,PLACED,2026-06-05 07:33:34
6071,57,3533.74,PLACED,2026-06-05 07:33:35
6072,86,2123.23,SHIPPED,2026-06-05 07:33:36
6073,78,152.61,DELIVERED,2026-06-05 07:33:37
6074,31,3443.08,DELIVERED,2026-06-05 07:33:38
6075,1,3724.77,SHIPPED,2026-06-05 07:33:39
6076,82,2608.69,PLACED,2026-06-05 07:33:40
6077,83,1315.68,SHIPPED,2026-06-05 07:33:41
6078,47,981.66,SHIPPED,2026-06-05 07:33:42
6079,99,272.97,DELIVERED,2026-06-05 07:33:43
6080,3,1836.93,SHIPPED,2026-06-05 07:33:44
6081,53,2604.08,PLACED,2026-06-05 07:33:45
6082,23,2734.94,DELIVERED,2026-06-05 07:33:46
6083,56,269.92,PLACED,2026-06-05 07:33:47
6084,93,811.97,CANCELLED,2026-06-05 07:33:48
6085,85,4212.59,CANCELLED,2026-06-05 07:33:49
6086,50,1709.65,PLACED,2026-06-05 07:33:50
6087,56,3529.01,DELIVERED,2026-06-05 07:33:51
6088,90,1470.59,CANCELLED,2026-06-05 07:33:52
6089,4,830.31,DELIVERED,2026-06-05 07:33:53
6090,38,2635.79,DELIVERED,2026-06-05 07:33:54
6091,35,3607.44,DELIVERED,2026-06-05 07:33:55
6092,30,2934.19,DELIVERED,2026-06-05 07:33:56
6093,30,3714.75,DELIVERED,2026-06-05 07:33:57
6094,61,356.17,CANCELLED,2026-06-05 07:33:58
6095,32,3235.33,PLACED,2026-06-05 07:33:59
6096,96,4418.54,CANCELLED,2026-06-05 07:34:00
6097,47,3340.2,SHIPPED,2026-06-05 07:34:01
6098,56,1956.84,DELIVERED,2026-06-05 07:34:02
6099,98,2498.63,PLACED,2026-06-05 07:34:03
