order_id,customer_id,amount,status,event_time
2036,44,152.76,PLACED,2026-06-05 07:33:00
2037,18,804.2,DELIVERED,2026-06-05 07:33:01
2038,30,3605.12,DELIVERED,2026-06-05 07:33:02
2039,46,2884.06,SHIPPED,2026-06-05 07:33:03
2040,43,2313.32,PLACED,2026-06-05 07:33:04
2041,5,3732.55,DELIVERED,2026-06-05 07:33:05
2042,38,1697.42,SHIPPED,2026-06-05 07:33:06
2043,54,919.81,CANCELLED,2026-06-05 07:33:07
2044,76,3111.57,DELIVERED,2026-06-05 07:33:08
2045,91,670.01,SHIPPED,2026-06-05 07:33:09
2046,14,1847.22,CANCELLED,2026-06-05 07:33:10
2047,17,948.8,SHIPPED,2026-06-05 07:33:11
2048,7,3687.98,CANCELLED,2026-06-05 07:33:12
2049,30,1531.83,CANCELLED,2026-06-05 07:33:13
2050,30,3049.65,DELIVERED,2026-06-05 07:33:14
2051,66,4668.57,DELIVERED,2026-06-05 07:33:15
2052,43,4181.64,DELIVERED,2026-06-05 07:33:16
2053,49,1354.02,SHIPPED,2026-06-05 07:33:17
2054,31,4949.87,DELIVERED,2026-06-05 07:33:18
2055,80,2100.67,DELIVERED,2026-06-05 07:33:19
2056,64,3640.56,CANCELLED,2026-06-05 07:33:20
2057,88,3440.56,SHIPPED,2026-06-05 07:33:21
2058,25,2154.69,DELIVERED,2026-06-05 07:33:22
2059,12,4453.94,PLACED,2026-06-05 07:33:23
2060,76,4913.21,PLACED,2026-06-05 07:33:24
2061,47,3664.14,SHIPPED,2026-06-05 07:33:25
2062,58,1810.59,SHIPPED,2026-06-05 07:33:26
2063,47,4066.36,DELIVERED,2026-06-05 07:33:27
2064,4,2501.39,SHIPPED,2026-06-05 07:33:28
2065,63,3661.37,CANCELLED,2026-06-05 07:33:29
2066,92,298.65,SHIPPED,2026-06-05 07:33:30
2067,78,2504.78,CANCELLED,2026-06-05 07:33:31
2068,5,2436.18,SHIPPED,2026-06-05 07:33:32
2069,55,2110.91,SHIPPED,2026-06-05 07:33:33
2070,90,2991.33,DELIVERED,2026-06-05 07:33:34
2071,44,2192.19,DELIVERED,2026-06-05 07:33:35
2072,59,4931.83,PLACED,2026-06-05 07:33:36
2073,68,1762.39,SHIPPED,2026-06-05 07:33:37
2074,83,456.88,SHIPPED,2026-06-05 07:33:38
2075,45,541.53,SHIPPED,2026-06-05 07:33:39
2076,11,325.84,DELIVERED,2026-06-05 07:33:40
2077,84,1580.62,CANCELLED,2026-06-05 07:33:41
2078,75,526.54,SHIPPED,2026-06-05 07:33:42
2079,1,2300.78,CANCELLED,2026-06-05 07:33:43
2080,83,310.87,DELIVERED,2026-06-05 07:33:44
2081,22,4759.78,SHIPPED,2026-06-05 07:33:45
2082,37,1459.94,DELIVERED,2026-06-05 07:33:46
2083,66,1409.38,CANCELLED,2026-06-05 07:33:47
2084,39,4948.12,PLACED,2026-06-05 07:33:48
2085,82,3229.56,PLACED,2026-06-05 07:33:49
2086,12,4953.15,SHIPPED,2026-06-05 07:33:50
2087,49,1628.8,SHIPPED,2026-06-05 07:33:51
2088,72,4605.74,CANCELLED,2026-06-05 07:33:52
2089,55,4750.3,CANCELLED,2026-06-05 07:33:53
2090,6,209.43,DELIVERED,2026-06-05 07:33:54
2091,13,1530.56,SHIPPED,2026-06-05 07:33:55
2092,17,2738.96,SHIPPED,2026-06-05 07:33:56
2093,16,364.3,PLACED,2026-06-05 07:33:57
2094,54,408.03,PLACED,2026-06-05 07:33:58
2095,48,1781.74,DELIVERED,2026-06-05 07:33:59
2096,59,1108.07,CANCELLED,2026-06-05 07:34:00
2097,68,3969.89,CANCELLED,2026-06-05 07:34:01
2098,53,1915.17,DELIVERED,2026-06-05 07:34:02
2099,70,2546.72,CANCELLED,2026-06-05 07:34:03
