order_id,customer_id,amount,status,event_time
3047,36,4753.59,SHIPPED,2026-06-05 07:33:11
3048,6,3534.12,SHIPPED,2026-06-05 07:33:12
3049,31,1509.9,PLACED,2026-06-05 07:33:13
3050,36,2751.04,CANCELLED,2026-06-05 07:33:14
3051,83,944.97,SHIPPED,2026-06-05 07:33:15
3052,87,4259.6,CANCELLED,2026-06-05 07:33:16
3053,97,4948.23,PLACED,2026-06-05 07:33:17
3054,29,2880.79,SHIPPED,2026-06-05 07:33:18
3055,21,2428.85,CANCELLED,2026-06-05 07:33:19
3056,44,3900.44,CANCELLED,2026-06-05 07:33:20
3057,15,2188.34,DELIVERED,2026-06-05 07:33:21
3058,20,4221.58,SHIPPED,2026-06-05 07:33:22
3059,24,2668.55,DELIVERED,2026-06-05 07:33:23
3060,95,640.34,SHIPPED,2026-06-05 07:33:24
3061,4,214.93,CANCELLED,2026-06-05 07:33:25
3062,77,4956.09,SHIPPED,2026-06-05 07:33:26
3063,6,3023.78,PLACED,2026-06-05 07:33:27
3064,5,4487.55,PLACED,2026-06-05 07:33:28
3065,31,1974.46,DELIVERED,2026-06-05 07:33:29
3066,43,143.3,CANCELLED,2026-06-05 07:33:30
3067,78,2703.54,PLACED,2026-06-05 07:33:31
3068,98,3916.65,PLACED,2026-06-05 07:33:32
3069,82,1801.15,SHIPPED,2026-06-05 07:33:33
3070,71,1965.07,DELIVERED,2026-06-05 07:33:34
3071,50,1050.15,DELIVERED,2026-06-05 07:33:35
3072,56,4940.29,DELIVERED,2026-06-05 07:33:36
3073,62,1821.37,CANCELLED,2026-06-05 07:33:37
3074,14,3282.05,PLACED,2026-06-05 07:33:38
3075,8,1486.27,SHIPPED,2026-06-05 07:33:39
3076,94,3540.58,CANCELLED,2026-06-05 07:33:40
3077,26,4855.08,DELIVERED,2026-06-05 07:33:41
3078,46,2911.04,SHIPPED,2026-06-05 07:33:42
3079,56,1907.58,PLACED,2026-06-05 07:33:43
3080,24,2905.93,CANCELLED,2026-06-05 07:33:44
3081,50,2558.63,PLACED,2026-06-05 07:33:45
3082,87,4716.65,CANCELLED,2026-06-05 07:33:46
3083,88,4202.02,PLACED,2026-06-05 07:33:47
3084,3,4801.82,DELIVERED,2026-06-05 07:33:48
3085,80,1519.08,SHIPPED,2026-06-05 07:33:49
3086,62,1186.45,DELIVERED,2026-06-05 07:33:50
3087,39,2044.22,CANCELLED,2026-06-05 07:33:51
3088,99,3380.01,PLACED,2026-06-05 07:33:52
3089,6,4191.45,DELIVERED,2026-06-05 07:33:53
3090,86,3488.9,SHIPPED,2026-06-05 07:33:54
3091,23,664.41,CANCELLED,2026-06-05 07:33:55
3092,39,1494.0,PLACED,2026-06-05 07:33:56
3093,29,3400.05,SHIPPED,2026-06-05 07:33:57
3094,62,1774.71,DELIVERED,2026-06-05 07:33:58
3095,23,143.99,DELIVERED,2026-06-05 07:33:59
3096,9,2580.39,PLACED,2026-06-05 07:34:00
3097,28,1954.48,SHIPPED,2026-06-05 07:34:01
3098,71,820.62,DELIVERED,2026-06-05 07:34:02
3099,15,4081.37,PLACED,2026-06-05 07:34:03
